,Virus,Virus Sample,Host genome,Host Sample,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus,Confidence score,Main method,Additional methods
114,BAr1A1B1C_vRhyme_unbinned_34,BAr1A1B1C,SEr2D2E2F__bin_78,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.8,iPHoP-RF,None
115,BAr1A1B1C_vRhyme_unbinned_34,BAr1A1B1C,MGr3G3H3I__bin_156,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.5,iPHoP-RF,None
116,BAr1A1B1C_vRhyme_unbinned_37,BAr1A1B1C,GB_GCA_003142355.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Fen-178,93.6,blast,iPHoP-RF;79.30
117,BAr1A1B1C_vRhyme_unbinned_37,BAr1A1B1C,GB_GCA_021324015.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JAJPJX01,91.2,blast,iPHoP-RF;74.10
118,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,LABRr1A1B1C__bin_55,LABRr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,93.9,blast,None
119,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_003134075.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,92.1,blast,None
120,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_003152255.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,92.0,blast,None
121,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,BAr2D2E2F__bin_111,BAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,91.9,blast,None
122,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,RS_GCF_000188155.2,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,91.0,blast,None
123,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,RS_GCF_000304315.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,91.0,blast,None
124,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_016869435.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.9,blast,None
125,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_016869595.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.9,blast,iPHoP-RF;51.20
126,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_024506175.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.9,blast,None
127,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,RS_GCF_003722355.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.8,blast,None
128,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_016177005.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.6,blast,None
129,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,RS_GCF_005771425.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.3,blast,None
130,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,RS_GCF_024448135.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.3,blast,None
131,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,GB_GCA_009773555.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.1,blast,iPHoP-RF;52.80
132,BAr1A1B1C_vRhyme_unbinned_40,BAr1A1B1C,RS_GCF_015709515.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,90.1,blast,iPHoP-RF;52.80
133,BAr1A1B1C_vRhyme_unbinned_41,BAr1A1B1C,LASAr3G3H3I__bin_48,LASAr3G3H3I,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,93.0,blast,iPHoP-RF;53.80
134,BAr1A1B1C_vRhyme_unbinned_41,BAr1A1B1C,LABRr1A1B1C__bin_94,LABRr1A1B1C,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,92.9,blast,iPHoP-RF;66.50
135,BAr1A1B1C_vRhyme_unbinned_44,BAr1A1B1C,GB_GCA_903932535.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,93.0,blast,None
136,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,GB_GCA_021813805.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,95.7,iPHoP-RF,blast;89.70
137,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,GB_GCA_903903185.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,95.0,blast,iPHoP-RF;87.60
138,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,BAr1A1B1C__bin_33,BAr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.4,iPHoP-RF,None
139,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,CRr2D2E2F__bin_3,CRr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.4,iPHoP-RF,None
140,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,MHr3G3H3I__bin_51,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.4,iPHoP-RF,blast;89.70
141,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,CRr2D2E2F__bin_44,CRr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.1,iPHoP-RF,None
142,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,SEr2D2E2F__bin_79,SEr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.1,iPHoP-RF,blast;90.00
143,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,SEr3G3H3I__bin_197,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,94.1,iPHoP-RF,None
144,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,BOr2D2E2F__bin_39,BOr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,93.4,iPHoP-RF,None
145,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,LASCr2D2E2F__bin_99,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,93.4,iPHoP-RF,blast;90.20
146,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,LAWAr2D2E2F__bin_17,LAWAr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,92.8,iPHoP-RF,None
147,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,CRr3G3H3I__bin_82,CRr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.8,iPHoP-RF,None
148,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,MHr1A1B1C__bin_77,MHr1A1B1C,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.8,iPHoP-RF,None
149,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,GB_GCA_021777915.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.8,iPHoP-RF,None
150,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,SEr3G3H3I__bin_73,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.7,blast,iPHoP-RF;82.50
151,BAr1A1B1C_vRhyme_unbinned_45,BAr1A1B1C,GB_GCA_019449565.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,90.4,blast,iPHoP-RF;79.30
152,BAr1A1B1C_vRhyme_unbinned_49,BAr1A1B1C,GB_GCA_003162255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.7,blast,iPHoP-RF;55.40
153,BAr1A1B1C_vRhyme_unbinned_50,BAr1A1B1C,GB_GCA_021324015.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JAJPJX01,93.0,blast,iPHoP-RF;57.30
154,BAr1A1B1C_vRhyme_unbinned_50,BAr1A1B1C,BAr2D2E2F__bin_10,BAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.8,blast,iPHoP-RF;61.90
155,BAr1A1B1C_vRhyme_unbinned_50,BAr1A1B1C,MGr1A1B1C__bin_144,MGr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,90.4,blast,None
156,BAr1A1B1C_vRhyme_unbinned_50,BAr1A1B1C,GB_GCA_003167255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,90.0,blast,iPHoP-RF;66.80
157,BAr1A1B1C_vRhyme_unbinned_56,BAr1A1B1C,BAr2D2E2F__bin_15,BAr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,93.4,blast,None
158,BAr1A1B1C_vRhyme_unbinned_56,BAr1A1B1C,CRr1A1B1C__bin_45,CRr1A1B1C,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,92.2,blast,None
159,BAr1A1B1C_vRhyme_unbinned_56,BAr1A1B1C,CRr3G3H3I__bin_36,CRr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,92.2,blast,None
160,BAr1A1B1C_vRhyme_unbinned_56,BAr1A1B1C,MHr1A1B1C__bin_108,MHr1A1B1C,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,92.2,blast,None
161,BAr1A1B1C_vRhyme_unbinned_57,BAr1A1B1C,GB_GCA_003167255.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,93.0,blast,iPHoP-RF;90.50
162,BAr1A1B1C_vRhyme_unbinned_57,BAr1A1B1C,GB_GCA_003152325.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,PALSA-129,90.8,iPHoP-RF,blast;83.10
163,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,MGr1A1B1C__bin_71,MGr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,95.7,iPHoP-RF,None
164,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,LASAr3G3H3I__bin_125,LASAr3G3H3I,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,94.1,iPHoP-RF,blast;89.80
165,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,GB_GCA_003168255.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,PALSA-505,93.9,blast,None
166,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,GB_GCA_021154785.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,93.1,iPHoP-RF,None
167,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,MGr2D2E2F__bin_108,MGr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,91.8,iPHoP-RF,blast;91.80
168,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,BOr2D2E2F__bin_74,BOr2D2E2F,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,91.7,blast,iPHoP-RF;89.50
169,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,MGr3G3H3I__bin_13,MGr3G3H3I,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,91.5,blast,iPHoP-RF;87.60
170,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,GB_GCA_019245115.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,JAFARZ01,90.9,blast,iPHoP-RF;70.60
171,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,LABRr1A1B1C__bin_44,LABRr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,90.9,blast,iPHoP-RF;75.20
172,BAr1A1B1C_vRhyme_unbinned_6,BAr1A1B1C,BAr1A1B1C__bin_132,BAr1A1B1C,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504,90.7,blast,iPHoP-RF;88.20
173,BAr1A1B1C_vRhyme_unbinned_62,BAr1A1B1C,GB_GCA_003165115.1,iPHoP_db,Bacteria,Desulfobacterota_G,Syntrophorhabdia,Syntrophorhabdales,WCHB1-27,BOG-1155,92.8,blast,iPHoP-RF;59.50
174,BAr1A1B1C_vRhyme_unbinned_63,BAr1A1B1C,BAr2D2E2F__bin_10,BAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.8,iPHoP-RF,None
175,BAr1A1B1C_vRhyme_unbinned_63,BAr1A1B1C,GB_GCA_017883345.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,90.1,iPHoP-RF,None
176,BAr1A1B1C_vRhyme_unbinned_63,BAr1A1B1C,MGr3G3H3I__bin_156,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,90.1,iPHoP-RF,None
177,BAr1A1B1C_vRhyme_unbinned_67,BAr1A1B1C,SEr3G3H3I__bin_77,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.6,blast,iPHoP-RF;73.00
178,BAr1A1B1C_vRhyme_unbinned_67,BAr1A1B1C,SEr2D2E2F__bin_110,SEr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.1,blast,iPHoP-RF;71.90
179,BAr1A1B1C_vRhyme_unbinned_67,BAr1A1B1C,MGr2D2E2F__bin_99,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,92.0,blast,iPHoP-RF;57.30
180,BAr1A1B1C_vRhyme_unbinned_68,BAr1A1B1C,CRr3G3H3I__bin_93,CRr3G3H3I,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,95.4,blast,iPHoP-RF;67.50
181,BAr1A1B1C_vRhyme_unbinned_68,BAr1A1B1C,MGr1A1B1C__bin_137,MGr1A1B1C,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,95.4,blast,iPHoP-RF;73.00
182,BAr1A1B1C_vRhyme_unbinned_68,BAr1A1B1C,MGr3G3H3I__bin_25,MGr3G3H3I,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,95.4,blast,iPHoP-RF;73.20
183,BAr1A1B1C_vRhyme_unbinned_68,BAr1A1B1C,MHr3G3H3I__bin_99,MHr3G3H3I,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,95.1,blast,iPHoP-RF;72.20
184,BAr1A1B1C_vRhyme_unbinned_68,BAr1A1B1C,MHr1A1B1C__bin_67,MHr1A1B1C,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,92.4,blast,iPHoP-RF;72.60
185,BAr1A1B1C_vRhyme_unbinned_69,BAr1A1B1C,LASCr2D2E2F__bin_126,LASCr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,93.5,blast,iPHoP-RF;56.50
186,BAr1A1B1C_vRhyme_unbinned_71,BAr1A1B1C,GB_GCA_003153975.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.8,iPHoP-RF,None
187,BAr1A1B1C_vRhyme_unbinned_71,BAr1A1B1C,LASAr3G3H3I__bin_142,LASAr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.1,iPHoP-RF,None
188,BAr1A1B1C_vRhyme_unbinned_71,BAr1A1B1C,MHr3G3H3I__bin_105,MHr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,90.1,iPHoP-RF,None
189,BAr1A1B1C_vRhyme_unbinned_73,BAr1A1B1C,LASCr2D2E2F__bin_126,LASCr2D2E2F,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744,93.1,blast,None
190,BAr1A1B1C_vRhyme_unbinned_77,BAr1A1B1C,GB_GCA_021324915.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,92.1,blast,None
191,BAr1A1B1C_vRhyme_unbinned_77,BAr1A1B1C,LASCr2D2E2F__bin_34,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,92.1,blast,iPHoP-RF;63.30
192,BAr1A1B1C_vRhyme_unbinned_77,BAr1A1B1C,MGr2D2E2F__bin_27,MGr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,92.1,blast,None
193,BAr1A1B1C_vRhyme_unbinned_77,BAr1A1B1C,RS_GCF_004135935.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,90.2,blast,iPHoP-RF;53.60
194,BAr1A1B1C_vRhyme_unbinned_77,BAr1A1B1C,GB_GCA_021780015.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,90.0,blast,None
195,BAr1A1B1C_vRhyme_unbinned_77,BAr1A1B1C,SEr3G3H3I__bin_159,SEr3G3H3I,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,90.0,blast,iPHoP-RF;54.60
196,BAr1A1B1C_vRhyme_unbinned_78,BAr1A1B1C,LASCr2D2E2F__bin_99,LASCr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,92.6,blast,iPHoP-RF;67.70
197,BAr1A1B1C_vRhyme_unbinned_78,BAr1A1B1C,BOr2D2E2F__bin_39,BOr2D2E2F,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Rhodoblastus,91.6,blast,iPHoP-RF;72.40
198,BAr1A1B1C_vRhyme_unbinned_79,BAr1A1B1C,RS_GCF_007970665.1,iPHoP_db,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,93.2,blast,None
199,BAr1A1B1C_vRhyme_unbinned_79,BAr1A1B1C,BAr1A1B1C__bin_89,BAr1A1B1C,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,90.6,blast,iPHoP-RF;75.40
200,BAr1A1B1C_vRhyme_unbinned_79,BAr1A1B1C,CRr3G3H3I__bin_36,CRr3G3H3I,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465,90.2,blast,iPHoP-RF;59.50
201,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,MHr3G3H3I__bin_113,MHr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.7,iPHoP-RF,None
202,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,CRr3G3H3I__bin_74,CRr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.4,iPHoP-RF,blast;90.60
203,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,LASAr3G3H3I__bin_118,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.4,iPHoP-RF,blast;90.80
204,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,MHr2D2E2F__bin_7,MHr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.4,iPHoP-RF,blast;91.70
205,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,LASYr2D2E2F__bin_27,LASYr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,96.1,iPHoP-RF,blast;90.20
206,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.7,iPHoP-RF,blast;94.20
207,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,MGr3G3H3I__bin_55,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.7,iPHoP-RF,blast;94.60
208,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.4,iPHoP-RF,blast;94.20
209,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,CRr1A1B1C__bin_118,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.4,iPHoP-RF,None
210,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_016201265.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,QIAJ01,95.4,iPHoP-RF,blast;86.60
211,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.4,iPHoP-RF,None
212,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,CRr1A1B1C__bin_101,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.1,iPHoP-RF,blast;90.50
213,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,MHr1A1B1C__bin_101,MHr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.1,iPHoP-RF,blast;90.20
214,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,MHr1A1B1C__bin_55,MHr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.1,iPHoP-RF,blast;83.00
215,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_020073015.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,JAIQEY01,94.7,iPHoP-RF,blast;86.60
216,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,CRr2D2E2F__bin_41,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.4,iPHoP-RF,None
217,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,BOr3G3H3I__bin_20,BOr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.1,iPHoP-RF,blast;90.30
218,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,BAr2D2E2F__bin_44,BAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.1,iPHoP-RF,blast;89.80
219,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_003132325.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.1,iPHoP-RF,blast;84.90
220,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,BAr1A1B1C__bin_49,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.8,iPHoP-RF,None
221,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_003131315.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.8,blast,iPHoP-RF;84.80
222,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_020073215.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.8,iPHoP-RF,None
223,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_003132405.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.4,iPHoP-RF,None
224,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_003134435.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.0,blast,iPHoP-RF;77.80
225,BAr1A1B1C_vRhyme_unbinned_80,BAr1A1B1C,GB_GCA_020073565.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,JAIQEY01,90.8,iPHoP-RF,None
