Genome,Sample,site,treatment,Genomad realm,Genomad kingdom,Genomad phylum,Genomad class,Genomad order,Genomad family,checkv_quality,lytic_state,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus
BAr1A1B1C_vRhyme_unbinned_95,BAr1A1B1C,Balmoral,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198
BAr1A1B1C_vRhyme_unbinned_96,BAr1A1B1C,Balmoral,NAT,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
BAr2D2E2F_vRhyme_bin_1,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_11,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_12,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_13,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_14,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_15,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lytic_virus,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA11358,UBA7542
BAr2D2E2F_vRhyme_bin_16,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_17,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-744
BAr2D2E2F_vRhyme_bin_19,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_virus,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,
BAr2D2E2F_vRhyme_bin_2,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_6,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lysogenic_virus,,,,,,
BAr2D2E2F_vRhyme_bin_7,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_virus,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,Binatus
BAr2D2E2F_vRhyme_bin_8,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lytic_virus,Bacteria,Acidobacteriota,Terriglobia,Acidoferrales,UBA7541,Palsa-295
BAr2D2E2F_vRhyme_unbinned_1,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Complete,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_10,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_11,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_12,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
BAr2D2E2F_vRhyme_unbinned_13,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_14,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Palsa-465
BAr2D2E2F_vRhyme_unbinned_15,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
BAr2D2E2F_vRhyme_unbinned_16,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_17,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_18,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_19,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_2,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
BAr2D2E2F_vRhyme_unbinned_20,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_21,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Palsa-504
BAr2D2E2F_vRhyme_unbinned_22,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_23,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ackermannviridae,,Low-quality,lysogenic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_24,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Koribacteraceae,Bog-257
BAr2D2E2F_vRhyme_unbinned_25,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_26,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_27,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_28,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_29,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Acidoferrales,UBA7541,Palsa-295
BAr2D2E2F_vRhyme_unbinned_3,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
BAr2D2E2F_vRhyme_unbinned_30,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
BAr2D2E2F_vRhyme_unbinned_31,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931
BAr2D2E2F_vRhyme_unbinned_32,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
BAr2D2E2F_vRhyme_unbinned_33,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_34,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
BAr2D2E2F_vRhyme_unbinned_35,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
BAr2D2E2F_vRhyme_unbinned_36,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_37,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,PALSA-505
BAr2D2E2F_vRhyme_unbinned_38,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lysogenic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
BAr2D2E2F_vRhyme_unbinned_39,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_4,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_40,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_41,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
BAr2D2E2F_vRhyme_unbinned_42,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,,,Low-quality,lytic_scaffold,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
BAr2D2E2F_vRhyme_unbinned_43,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
BAr2D2E2F_vRhyme_unbinned_44,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_45,BAr2D2E2F,Balmoral,REST,,,,,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus
BAr2D2E2F_vRhyme_unbinned_46,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_47,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_48,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_49,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_5,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lysogenic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_50,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_51,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_52,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_53,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_54,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_55,BAr2D2E2F,Balmoral,REST,Varidnaviria,Bamfordvirae,Nucleocytoviricota,Megaviricetes,Imitervirales,Mimiviridae,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_56,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_57,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
BAr2D2E2F_vRhyme_unbinned_58,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
BAr2D2E2F_vRhyme_unbinned_59,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
BAr2D2E2F_vRhyme_unbinned_6,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_60,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella
BAr2D2E2F_vRhyme_unbinned_61,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis
BAr2D2E2F_vRhyme_unbinned_62,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,integrated_prophage,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
BAr2D2E2F_vRhyme_unbinned_63,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,,,,,,
BAr2D2E2F_vRhyme_unbinned_64,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209
BAr2D2E2F_vRhyme_unbinned_65,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,
BAr2D2E2F_vRhyme_unbinned_66,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,integrated_prophage,,,,,,
BAr2D2E2F_vRhyme_unbinned_7,BAr2D2E2F,Balmoral,REST,,,,,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_8,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr2D2E2F_vRhyme_unbinned_9,BAr2D2E2F,Balmoral,REST,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_bin_2,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,High-quality,lytic_virus,,,,,,
BAr3G3H3I_vRhyme_bin_4,BAr3G3H3I,Balmoral,DAM,Varidnaviria,Bamfordvirae,,,,,Low-quality,lytic_virus,,,,,,
BAr3G3H3I_vRhyme_bin_5,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_virus,,,,,,
BAr3G3H3I_vRhyme_unbinned_1,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_10,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_11,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_12,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_13,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Sulfotelmatobacter
BAr3G3H3I_vRhyme_unbinned_14,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_15,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_16,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lysogenic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_17,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_18,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_19,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_2,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_20,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_21,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_22,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_23,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_24,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_25,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_26,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,QIAJ01
BAr3G3H3I_vRhyme_unbinned_27,BAr3G3H3I,Balmoral,DAM,,,,,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_28,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Medium-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_29,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_3,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_30,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_31,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,Bacteria,Actinomycetota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Bog-532
BAr3G3H3I_vRhyme_unbinned_32,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_33,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_34,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_35,BAr3G3H3I,Balmoral,DAM,,,,,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_36,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_37,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_38,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_39,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_4,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_40,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_41,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_42,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_43,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_44,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Not-determined,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_45,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
BAr3G3H3I_vRhyme_unbinned_46,BAr3G3H3I,Balmoral,DAM,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,,,Low-quality,lytic_scaffold,,,,,,
